P0584, Cruise Control Vacuum Control Circuit High, Inspect the cruise control vacuum control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the cruise control vacuum control circuit if necessary
P0585, Cruise Control Servo Control Circuit/Open, Inspect the cruise control servo control circuit for proper operation, Check the wiring and connectors for the cruise control servo control circuit, Replace the cruise control servo control circuit if necessary
P0586, Cruise Control Servo Control Circuit Low, Inspect the cruise control servo control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the cruise control servo control circuit if necessary
P0587, Cruise Control Servo Control Circuit High, Inspect the cruise control servo control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the cruise control servo control circuit if necessary
P0588, Cruise Control Servo Position Sensor Circuit, Inspect the cruise control servo position sensor for proper operation, Check the wiring and connectors for the cruise control servo position sensor, Replace the cruise control servo position sensor if necessary
P0589, Cruise Control Servo Position Sensor Circuit Range/Performance, Inspect the cruise control servo position sensor for proper operation, Check the wiring and connectors for the cruise control servo position sensor, Replace the cruise control servo position sensor if necessary
P0590, Cruise Control Servo Position Sensor Circuit Low, Inspect the cruise control servo position sensor for proper operation, Check the wiring and connectors for low voltage, Replace the cruise control servo position sensor if necessary
P0591, Cruise Control Servo Position Sensor Circuit High, Inspect the cruise control servo position sensor for proper operation, Check the wiring and connectors for high voltage, Replace the cruise control servo position sensor if necessary
P0592, Cruise Control Servo Position Sensor Circuit Intermittent, Inspect the cruise control servo position sensor for proper operation, Check the wiring and connectors for intermittent faults, Replace the cruise control servo position sensor if necessary
P0593, Cruise Control Servo Position Sensor Circuit No Signal, Inspect the cruise control servo position sensor for proper operation, Check the wiring and connectors for no signal, Replace the cruise control servo position sensor if necessary
P0594, Cruise Control Servo Control Circuit Low Voltage, Inspect the cruise control servo control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the cruise control servo control circuit if necessary
P0595, Cruise Control Servo Control Circuit High Voltage, Inspect the cruise control servo control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the cruise control servo control circuit if necessary
P0596, Cruise Control Servo Control Circuit Intermittent, Inspect the cruise control servo control circuit for proper operation, Check the wiring and connectors for intermittent faults, Replace the cruise control servo control circuit if necessary
P0597, Thermostat Heater Control Circuit/Open, Inspect the thermostat heater control circuit for proper operation, Check the wiring and connectors for the thermostat heater control circuit, Replace the thermostat heater control circuit if necessary
P0598, Thermostat Heater Control Circuit Low, Inspect the thermostat heater control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the thermostat heater control circuit if necessary
P0599, Thermostat Heater Control Circuit High, Inspect the thermostat heater control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the thermostat heater control circuit if necessary
P0600, Serial Communication Link, Inspect the serial communication link for proper operation, Check the wiring and connectors for the serial communication link, Replace the serial communication link components if necessary
P0601, Internal Control Module Memory Check Sum Error, Inspect the control module for proper operation, Check the wiring and connectors for the control module, Replace the control module if necessary
P0602, Control Module Programming Error, Reprogram the control module with updated software, Check the wiring and connectors for the control module, Replace the control module if reprogramming fails
P0603, Internal Control Module Keep Alive Memory (KAM) Error, Inspect the control module for proper operation, Check the wiring and connectors for the control module, Replace the control module if necessary
P0604, Internal Control Module Random Access Memory (RAM) Error, Inspect the control module for proper operation, Check the wiring and connectors for the control module, Replace the control module if necessary
P0605, Internal Control Module Read Only Memory (ROM) Error, Inspect the control module for proper operation, Check the wiring and connectors for the control module, Replace the control module if necessary
P0606, ECM/PCM Processor, Inspect the ECM/PCM for proper operation, Check the wiring and connectors for the ECM/PCM, Replace the ECM/PCM if necessary
P0607, Control Module Performance, Inspect the control module for proper operation, Check the wiring and connectors for the control module, Replace the control module if necessary
P0608, Control Module VSS Output 'A', Inspect the control module VSS output for proper operation, Check the wiring and connectors for the control module VSS, Replace the control module if necessary
P0609, Control Module VSS Output 'B', Inspect the control module VSS output for proper operation, Check the wiring and connectors for the control module VSS, Replace the control module if necessary
P0610, Control Module Vehicle Options Error, Inspect the control module for proper operation, Check the wiring and connectors for the control module, Replace the control module if necessary
P0611, Fuel Injector Control Module Performance, Inspect the fuel injector control module for proper operation, Check the wiring and connectors for the fuel injector control module, Replace the fuel injector control module if necessary
P0612, Fuel Injector Control Module Relay Control Circuit, Inspect the fuel injector control module relay for proper operation, Check the wiring and connectors for the relay control circuit, Replace the relay if necessary
P0613, TCM Processor, Inspect the TCM for proper operation, Check the wiring and connectors for the TCM, Replace the TCM if necessary
P0614, ECM/TCM Incompatible, Verify compatibility between ECM and TCM, Reprogram or replace the ECM or TCM as needed, Check the wiring and connectors between ECM and TCM
P0615, Starter Relay Circuit, Inspect the starter relay circuit for proper operation, Check the wiring and connectors for the starter relay circuit, Replace the starter relay if necessary
P0616, Starter Relay Circuit Low, Inspect the starter relay circuit for proper operation, Check the wiring and connectors for low voltage, Replace the starter relay if necessary
P0617, Starter Relay Circuit High, Inspect the starter relay circuit for proper operation, Check the wiring and connectors for high voltage, Replace the starter relay if necessary
P0618, Starter Relay Circuit Intermittent, Inspect the starter relay circuit for proper operation, Check the wiring and connectors for intermittent faults, Replace the starter relay if necessary
P0619, Starter Relay Circuit Open, Inspect the starter relay circuit for proper operation, Check the wiring and connectors for open circuits, Replace the starter relay if necessary
P0620, Generator Control Circuit, Inspect the generator control circuit for proper operation, Check the wiring and connectors for the generator control circuit, Replace the generator control circuit if necessary
P0621, Generator Lamp/L Terminal Circuit, Inspect the generator lamp/L terminal circuit for proper operation, Check the wiring and connectors for the generator lamp/L terminal circuit, Replace the generator lamp/L terminal circuit if necessary
P0622, Generator Field/F Terminal Circuit, Inspect the generator field/F terminal circuit for proper operation, Check the wiring and connectors for the generator field/F terminal circuit, Replace the generator field/F terminal circuit if necessary
P0623, Generator Lamp Control Circuit, Inspect the generator lamp control circuit for proper operation, Check the wiring and connectors for the generator lamp control circuit, Replace the generator lamp control circuit if necessary
P0624, Fuel Cap Lamp Control Circuit, Inspect the fuel cap lamp control circuit for proper operation, Check the wiring and connectors for the fuel cap lamp control circuit, Replace the fuel cap lamp control circuit if necessary
P0625, Generator Field/F Terminal Circuit Low, Inspect the generator field/F terminal circuit for proper operation, Check the wiring and connectors for low voltage, Replace the generator field/F terminal circuit if necessary
P0626, Generator Field/F Terminal Circuit High, Inspect the generator field/F terminal circuit for proper operation, Check the wiring and connectors for high voltage, Replace the generator field/F terminal circuit if necessary
P0627, Fuel Pump 'A' Control Circuit/Open, Inspect the fuel pump control circuit for proper operation, Check the wiring and connectors for the fuel pump control circuit, Replace the fuel pump control circuit if necessary
P0628, Fuel Pump 'A' Control Circuit Low, Inspect the fuel pump control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the fuel pump control circuit if necessary
P0629, Fuel Pump 'A' Control Circuit High, Inspect the fuel pump control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the fuel pump control circuit if necessary
P0630, VIN Not Programmed or Incompatible – ECM/PCM, Verify and program the correct VIN into the ECM/PCM, Check the wiring and connectors for the ECM/PCM, Replace the ECM/PCM if necessary
P0631, Mileage Not Programmed, Verify and program the correct mileage, Check the wiring and connectors for the odometer circuit, Replace the odometer circuit if necessary
P0632, Odometer Not Programmed, Verify and program the correct odometer reading, Check the wiring and connectors for the odometer circuit, Replace the odometer circuit if necessary
P0633, Immobilizer Key Not Programmed, Verify and program the correct immobilizer key, Check the wiring and connectors for the immobilizer system, Replace the immobilizer key if necessary
P0634, PCM/ECM/TCM Internal Temperature Too High, Inspect the PCM/ECM/TCM for proper operation, Check the cooling system for proper function, Replace the PCM/ECM/TCM if necessary
P0635, Power Steering Control Circuit, Inspect the power steering control circuit for proper operation, Check the wiring and connectors for the power steering control circuit, Replace the power steering control circuit if necessary
P0636, Power Steering Control Circuit Low, Inspect the power steering control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the power steering control circuit if necessary
P0637, Power Steering Control Circuit High, Inspect the power steering control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the power steering control circuit if necessary
P0638, Throttle Actuator Control Range/Performance (Bank 1), Inspect the throttle actuator control for proper operation, Check the wiring and connectors for the throttle actuator control, Replace the throttle actuator control if necessary
P0639, Throttle Actuator Control Range/Performance (Bank 2), Inspect the throttle actuator control for proper operation, Check the wiring and connectors for the throttle actuator control, Replace the throttle actuator control if necessary
P0640, Intake Air Heater Control Circuit, Inspect the intake air heater control circuit for proper operation, Check the wiring and connectors for the intake air heater control circuit, Replace the intake air heater control circuit if necessary
P0641, Sensor Reference Voltage 'A' Circuit/Open, Inspect the sensor reference voltage circuit for proper operation, Check the wiring and connectors for the sensor reference voltage circuit, Replace the sensor reference voltage circuit if necessary
P0642, Sensor Reference Voltage 'A' Circuit Low, Inspect the sensor reference voltage circuit for proper operation, Check the wiring and connectors for low voltage, Replace the sensor reference voltage circuit if necessary
P0643, Sensor Reference Voltage 'A' Circuit High, Inspect the sensor reference voltage circuit for proper operation, Check the wiring and connectors for high voltage, Replace the sensor reference voltage circuit if necessary
P0644, Control Module Communication Bus 'A' Off, Inspect the control module communication bus for proper operation, Check the wiring and connectors for the control module communication bus, Replace the control module communication bus if necessary
P0645, A/C Clutch Relay Control Circuit, Inspect the A/C clutch relay control circuit for proper operation, Check the wiring and connectors for the A/C clutch relay control circuit, Replace the A/C clutch relay control circuit if necessary
P0646, A/C Clutch Relay Control Circuit Low, Inspect the A/C clutch relay control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the A/C clutch relay control circuit if necessary
P0647, A/C Clutch Relay Control Circuit High, Inspect the A/C clutch relay control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the A/C clutch relay control circuit if necessary
P0648, A/C Clutch Relay Control Circuit Intermittent, Inspect the A/C clutch relay control circuit for proper operation, Check the wiring and connectors for intermittent faults, Replace the A/C clutch relay control circuit if necessary
P0649, Speed Control Lamp Control Circuit, Inspect the speed control lamp control circuit for proper operation, Check the wiring and connectors for the speed control lamp control circuit, Replace the speed control lamp control circuit if necessary
P0650, Malfunction Indicator Lamp (MIL) Control Circuit, Inspect the MIL control circuit for proper operation, Check the wiring and connectors for the MIL control circuit, Replace the MIL control circuit if necessary
P0651, Sensor Reference Voltage 'B' Circuit/Open, Inspect the sensor reference voltage circuit for proper operation, Check the wiring and connectors for the sensor reference voltage circuit, Replace the sensor reference voltage circuit if necessary
P0652, Sensor Reference Voltage 'B' Circuit Low, Inspect the sensor reference voltage circuit for proper operation, Check the wiring and connectors for low voltage, Replace the sensor reference voltage circuit if necessary
P0653, Sensor Reference Voltage 'B' Circuit High, Inspect the sensor reference voltage circuit for proper operation, Check the wiring and connectors for high voltage, Replace the sensor reference voltage circuit if necessary
P0654, Engine RPM Output Circuit, Inspect the engine RPM output circuit for proper operation, Check the wiring and connectors for the engine RPM output circuit, Replace the engine RPM output circuit if necessary
P0655, Engine Hot Lamp Output Control Circuit, Inspect the engine hot lamp output control circuit for proper operation, Check the wiring and connectors for the engine hot lamp output control circuit, Replace the engine hot lamp output control circuit if necessary
P0656, Fuel Level Output Circuit, Inspect the fuel level output circuit for proper operation, Check the wiring and connectors for the fuel level output circuit, Replace the fuel level output circuit if necessary
P0657, Actuator Supply Voltage 'A' Circuit/Open, Inspect the actuator supply voltage circuit for proper operation, Check the wiring and connectors for the actuator supply voltage circuit, Replace the actuator supply voltage circuit if necessary
P0658, Actuator Supply Voltage 'A' Circuit Low, Inspect the actuator supply voltage circuit for proper operation, Check the wiring and connectors for low voltage, Replace the actuator supply voltage circuit if necessary
P0659, Actuator Supply Voltage 'A' Circuit High, Inspect the actuator supply voltage circuit for proper operation, Check the wiring and connectors for high voltage, Replace the actuator supply voltage circuit if necessary
P0660, Intake Manifold Tuning Valve Control Circuit/Open (Bank 1), Inspect the intake manifold tuning valve control circuit for proper operation, Check the wiring and connectors for the intake manifold tuning valve control circuit, Replace the intake manifold tuning valve control circuit if necessary
P0661, Intake Manifold Tuning Valve Control Circuit Low (Bank 1), Inspect the intake manifold tuning valve control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the intake manifold tuning valve control circuit if necessary
P0662, Intake Manifold Tuning Valve Control Circuit High (Bank 1), Inspect the intake manifold tuning valve control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the intake manifold tuning valve control circuit if necessary
P0663, Intake Manifold Tuning Valve Control Circuit/Open (Bank 2), Inspect the intake manifold tuning valve control circuit for proper operation, Check the wiring and connectors for the intake manifold tuning valve control circuit, Replace the intake manifold tuning valve control circuit if necessary
P0664, Intake Manifold Tuning Valve Control Circuit Low (Bank 2), Inspect the intake manifold tuning valve control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the intake manifold tuning valve control circuit if necessary
P0665, Intake Manifold Tuning Valve Control Circuit High (Bank 2), Inspect the intake manifold tuning valve control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the intake manifold tuning valve control circuit if necessary
P0666, PCM/ECM/TCM Internal Temperature Too Low, Inspect the PCM/ECM/TCM for proper operation, Check the wiring and connectors for the PCM/ECM/TCM, Replace the PCM/ECM/TCM if necessary
P0667, PCM/ECM/TCM Internal Temperature Too High, Inspect the PCM/ECM/TCM for proper operation, Check the wiring and connectors for the PCM/ECM/TCM, Replace the PCM/ECM/TCM if necessary
P0668, PCM/ECM/TCM Power Relay Control Circuit/Open, Inspect the power relay control circuit for proper operation, Check the wiring and connectors for the power relay control circuit, Replace the power relay control circuit if necessary
P0669, PCM/ECM/TCM Power Relay Control Circuit Low, Inspect the power relay control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the power relay control circuit if necessary
P0670, Glow Plug Control Module Control Circuit/Open, Inspect the glow plug control module control circuit for proper operation, Check the wiring and connectors for the glow plug control module control circuit, Replace the glow plug control module control circuit if necessary
P0671, Cylinder 1 Glow Plug Circuit/Open, Inspect the glow plug circuit for proper operation, Check the wiring and connectors for the glow plug circuit, Replace the glow plug if necessary
P0672, Cylinder 2 Glow Plug Circuit/Open, Inspect the glow plug circuit for proper operation, Check the wiring and connectors for the glow plug circuit, Replace the glow plug if necessary
P0673, Cylinder 3 Glow Plug Circuit/Open, Inspect the glow plug circuit for proper operation, Check the wiring and connectors for the glow plug circuit, Replace the glow plug if necessary
P0674, Cylinder 4 Glow Plug Circuit/Open, Inspect the glow plug circuit for proper operation, Check the wiring and connectors for the glow plug circuit, Replace the glow plug if necessary
P0675, Cylinder 5 Glow Plug Circuit/Open, Inspect the glow plug circuit for proper operation, Check the wiring and connectors for the glow plug circuit, Replace the glow plug if necessary
P0676, Cylinder 6 Glow Plug Circuit/Open, Inspect the glow plug circuit for proper operation, Check the wiring and connectors for the glow plug circuit, Replace the glow plug if necessary
P0677, Cylinder 7 Glow Plug Circuit/Open, Inspect the glow plug circuit for proper operation, Check the wiring and connectors for the glow plug circuit, Replace the glow plug if necessary
P0678, Cylinder 8 Glow Plug Circuit/Open, Inspect the glow plug circuit for proper operation, Check the wiring and connectors for the glow plug circuit, Replace the glow plug if necessary
P0679, Cylinder 9 Glow Plug Circuit/Open, Inspect the glow plug circuit for proper operation, Check the wiring and connectors for the glow plug circuit, Replace the glow plug if necessary
P0680, Cylinder 10 Glow Plug Circuit/Open, Inspect the glow plug circuit for proper operation, Check the wiring and connectors for the glow plug circuit, Replace the glow plug if necessary
P0681, Cylinder 11 Glow Plug Circuit/Open, Inspect the glow plug circuit for proper operation, Check the wiring and connectors for the glow plug circuit, Replace the glow plug if necessary
P0682, Cylinder 12 Glow Plug Circuit/Open, Inspect the glow plug circuit for proper operation, Check the wiring and connectors for the glow plug circuit, Replace the glow plug if necessary
P0683, Glow Plug Control Module to PCM Communication Circuit, Inspect the glow plug control module to PCM communication circuit for proper operation, Check the wiring and connectors for the communication circuit, Replace the communication circuit if necessary
P0684, Glow Plug Control Module to PCM Communication Circuit Range/Performance, Inspect the glow plug control module to PCM communication circuit for proper operation, Check the wiring and connectors for the communication circuit, Replace the communication circuit if necessary
P0685, ECM/PCM Power Relay Control Circuit/Open, Inspect the ECM/PCM power relay control circuit for proper operation, Check the wiring and connectors for the power relay control circuit, Replace the power relay control circuit if necessary
P0686, ECM/PCM Power Relay Control Circuit Low, Inspect the ECM/PCM power relay control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the power relay control circuit if necessary
P0687, ECM/PCM Power Relay Control Circuit High, Inspect the ECM/PCM power relay control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the power relay control circuit if necessary
P0688, ECM/PCM Power Relay Sense Circuit/Open, Inspect the ECM/PCM power relay sense circuit for proper operation, Check the wiring and connectors for the power relay sense circuit, Replace the power relay sense circuit if necessary
P0689, ECM/PCM Power Relay Sense Circuit Low, Inspect the ECM/PCM power relay sense circuit for proper operation, Check the wiring and connectors for low voltage, Replace the power relay sense circuit if necessary
P0690, ECM/PCM Power Relay Sense Circuit High, Inspect the ECM/PCM power relay sense circuit for proper operation, Check the wiring and connectors for high voltage, Replace the power relay sense circuit if necessary
P0691, Fan 1 Control Circuit Low, Inspect the fan 1 control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the fan 1 control circuit if necessary
P0692, Fan 1 Control Circuit High, Inspect the fan 1 control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the fan 1 control circuit if necessary
P0693, Fan 2 Control Circuit Low, Inspect the fan 2 control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the fan 2 control circuit if necessary
P0694, Fan 2 Control Circuit High, Inspect the fan 2 control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the fan 2 control circuit if necessary
P0695, Fan 3 Control Circuit Low, Inspect the fan 3 control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the fan 3 control circuit if necessary
P0696, Fan 3 Control Circuit High, Inspect the fan 3 control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the fan 3 control circuit if necessary
P0697, Fan 4 Control Circuit Low, Inspect the fan 4 control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the fan 4 control circuit if necessary
P0698, Fan 4 Control Circuit High, Inspect the fan 4 control circuit for proper operation, Check the wiring and connectors for high voltage, Replace the fan 4 control circuit if necessary
P0699, Fan 5 Control Circuit Low, Inspect the fan 5 control circuit for proper operation, Check the wiring and connectors for low voltage, Replace the fan 5 control circuit if necessary
P0700, Transmission Control System (MIL Request), Check for transmission-related codes in the TCM, Inspect the transmission wiring and connectors, Replace the transmission control module if it is faulty
P0701, Transmission Control System Range/Performance, Inspect the transmission control system for proper operation, Check the wiring and connectors for the transmission control system, Replace the transmission control module if necessary
P0702, Transmission Control System Electrical, Inspect the transmission control system for proper operation, Check the wiring and connectors for the transmission control system, Replace the transmission control module if necessary
P0703, Brake Switch 'B' Circuit, Inspect the brake switch 'B' circuit for proper operation, Check the wiring and connectors for the brake switch 'B' circuit, Replace the brake switch 'B' circuit if necessary
P0704, Clutch Switch Input Circuit, Inspect the clutch switch input circuit for proper operation, Check the wiring and connectors for the clutch switch input circuit, Replace the clutch switch input circuit if necessary
P0705, Transmission Range Sensor Circuit (PRNDL Input), Inspect the transmission range sensor circuit for proper operation, Check the wiring and connectors for the transmission range sensor circuit, Replace the transmission range sensor circuit if necessary
P0706, Transmission Range Sensor Circuit Range/Performance, Inspect the transmission range sensor circuit for proper operation, Check the wiring and connectors for the transmission range sensor circuit, Replace the transmission range sensor circuit if necessary
P0707, Transmission Range Sensor Circuit Low Input, Inspect the transmission range sensor circuit for proper operation, Check the wiring and connectors for low voltage, Replace the transmission range sensor circuit if necessary
P0708, Transmission Range Sensor Circuit High Input, Inspect the transmission range sensor circuit for proper operation, Check the wiring and connectors for high voltage, Replace the transmission range sensor circuit if necessary
P0709, Transmission Range Sensor Circuit Intermittent, Inspect the transmission range sensor circuit for proper operation, Check the wiring and connectors for intermittent faults, Replace the transmission range sensor circuit if necessary
P0710, Transmission Fluid Temperature Sensor Circuit, Inspect the transmission fluid temperature sensor circuit for proper operation, Check the wiring and connectors for the transmission fluid temperature sensor circuit, Replace the transmission fluid temperature sensor circuit if necessary
P0711, Transmission Fluid Temperature Sensor Circuit Range/Performance, Inspect the transmission fluid temperature sensor circuit for proper operation, Check the wiring and connectors for the transmission fluid temperature sensor circuit, Replace the transmission fluid temperature sensor circuit if necessary
P0712, Transmission Fluid Temperature Sensor Circuit Low Input, Inspect the transmission fluid temperature sensor circuit for proper operation, Check the wiring and connectors for low voltage, Replace the transmission fluid temperature sensor circuit if necessary
P0713, Transmission Fluid Temperature Sensor Circuit High Input, Inspect the transmission fluid temperature sensor circuit for proper operation, Check the wiring and connectors for high voltage, Replace the transmission fluid temperature sensor circuit if necessary
P0714, Transmission Fluid Temperature Sensor Circuit Intermittent, Inspect the transmission fluid temperature sensor circuit for proper operation, Check the wiring and connectors for intermittent faults, Replace the transmission fluid temperature sensor circuit if necessary
P0715, Input/Turbine Speed Sensor Circuit, Inspect the input/turbine speed sensor circuit for proper operation, Check the wiring and connectors for the input/turbine speed sensor circuit, Replace the input/turbine speed sensor circuit if necessary
P0716, Input/Turbine Speed Sensor Circuit Range/Performance, Inspect the input/turbine speed sensor circuit for proper operation, Check the wiring and connectors for the input/turbine speed sensor circuit, Replace the input/turbine speed sensor circuit if necessary
P0717, Input/Turbine Speed Sensor Circuit No Signal, Inspect the input/turbine speed sensor circuit for proper operation, Check the wiring and connectors for the input/turbine speed sensor circuit, Replace the input/turbine speed sensor circuit if necessary
P0718, Input/Turbine Speed Sensor Circuit Intermittent, Inspect the input/turbine speed sensor circuit for proper operation, Check the wiring and connectors for intermittent faults, Replace the input/turbine speed sensor circuit if necessary
P0719, Torque Converter/Brake Switch 'B' Circuit Low, Inspect the torque converter/brake switch 'B' circuit for proper operation, Check the wiring and connectors for low voltage, Replace the torque converter/brake switch 'B' circuit if necessary
P0720, Output Speed Sensor Circuit, Inspect the output speed sensor circuit for proper operation, Check the wiring and connectors for the output speed sensor circuit, Replace the output speed sensor circuit if necessary
P0721, Output Speed Sensor Range/Performance, Inspect the output speed sensor circuit for proper operation, Check the wiring and connectors for the output speed sensor circuit, Replace the output speed sensor circuit if necessary
P0722, Output Speed Sensor No Signal, Inspect the output speed sensor circuit for proper operation, Check the wiring and connectors for the output speed sensor circuit, Replace the output speed sensor circuit if necessary
P0723, Output Speed Sensor Intermittent, Inspect the output speed sensor circuit for proper operation, Check the wiring and connectors for intermittent faults, Replace the output speed sensor circuit if necessary
P0724, Torque Converter/Brake Switch 'B' Circuit High, Inspect the torque converter/brake switch 'B' circuit for proper operation, Check the wiring and connectors for high voltage, Replace the torque converter/brake switch 'B' circuit if necessary
P0725, Engine Speed Input Circuit, Inspect the engine speed input circuit for proper operation, Check the wiring and connectors for the engine speed input circuit, Replace the engine speed input circuit if necessary
P0726, Engine Speed Input Circuit Range/Performance, Inspect the engine speed input circuit for proper operation, Check the wiring and connectors for the engine speed input circuit, Replace the engine speed input circuit if necessary
P0727, Engine Speed Input Circuit No Signal, Inspect the engine speed input circuit for proper operation, Check the wiring and connectors for the engine speed input circuit, Replace the engine speed input circuit if necessary
P0728, Engine Speed Input Circuit Intermittent, Inspect the engine speed input circuit for proper operation, Check the wiring and connectors for intermittent faults, Replace the engine speed input circuit if necessary
P0729, Gear 6 Incorrect Ratio, Inspect the transmission for proper operation, Check the wiring and connectors for the transmission control system, Replace the transmission control module if necessary
P0730, Incorrect Gear Ratio, Inspect the transmission for proper operation, Check the wiring and connectors for the transmission control system, Replace the transmission control module if necessary
P0731, Gear 1 Incorrect Ratio, Inspect the transmission for proper operation, Check the wiring and connectors for the transmission control system, Replace the transmission control module if necessary
P0732, Gear 2 Incorrect Ratio, Inspect the transmission for proper operation, Check the wiring and connectors for the transmission control system, Replace the transmission control module if necessary
P0733, Gear 3 Incorrect Ratio, Inspect the transmission for proper operation, Check the wiring and connectors for the transmission control system, Replace the transmission control module if necessary
P0734, Gear 4 Incorrect Ratio, Inspect the transmission for proper operation, Check the wiring and connectors for the transmission control system, Replace the transmission control module if necessary
P0735, Gear 5 Incorrect Ratio, Inspect the transmission for proper operation, Check the wiring and connectors for the transmission control system, Replace the transmission control module if necessary
P0736, Reverse Incorrect Ratio, Inspect the transmission for proper operation, Check the wiring and connectors for the transmission control system, Replace the transmission control module if necessary
P0737, Torque Converter Clutch Circuit Low, Inspect the torque converter clutch circuit for proper operation, Check the wiring and connectors for low voltage, Replace the torque converter clutch circuit if necessary
P0738, Torque Converter Clutch Circuit High, Inspect the torque converter clutch circuit for proper operation, Check the wiring and connectors for high voltage, Replace the torque converter clutch circuit if necessary
P0739, Torque Converter Clutch Circuit Intermittent, Inspect the torque converter clutch circuit for proper operation, Check the wiring and connectors for intermittent faults, Replace the torque converter clutch circuit if necessary
P0740, Torque Converter Clutch Circuit/Open, Inspect the torque converter clutch circuit for proper operation, Check the wiring and connectors for the torque converter clutch circuit, Replace the torque converter clutch circuit if necessary
P0741, Torque Converter Clutch Circuit Performance or Stuck Off, Inspect the torque converter clutch circuit for proper operation, Check the wiring and connectors for the torque converter clutch circuit, Replace the torque converter clutch circuit if necessary
P0742, Torque Converter Clutch Circuit Stuck On, Inspect the torque converter clutch circuit for proper operation, Check the wiring and connectors for the torque converter clutch circuit, Replace the torque converter clutch circuit if necessary
P0743, Torque Converter Clutch Circuit Electrical, Inspect the torque converter clutch circuit for proper operation, Check the wiring and connectors for the torque converter clutch circuit, Replace the torque converter clutch circuit if necessary
P0744, Torque Converter Clutch Circuit Intermittent, Inspect the torque converter clutch circuit for proper operation, Check the wiring and connectors for intermittent faults, Replace the torque converter clutch circuit if necessary
P0745, Pressure Control Solenoid 'A', Inspect the pressure control solenoid 'A' for proper operation, Check the wiring and connectors for the pressure control solenoid 'A', Replace the pressure control solenoid 'A' if necessary
P0746, Pressure Control Solenoid 'A' Performance or Stuck Off, Inspect the pressure control solenoid 'A' for proper operation, Check the wiring and connectors for the pressure control solenoid 'A', Replace the pressure control solenoid 'A' if necessary
P0747, Pressure Control Solenoid 'A' Stuck On, Inspect the pressure control solenoid 'A' for proper operation, Check the wiring and connectors for the pressure control solenoid 'A', Replace the pressure control solenoid 'A' if necessary
P0748, Pressure Control Solenoid 'A' Electrical, Inspect the pressure control solenoid 'A' for proper operation, Check the wiring and connectors for the pressure control solenoid 'A', Replace the pressure control solenoid 'A' if necessary
P0749, Pressure Control Solenoid 'A' Intermittent, Inspect the pressure control solenoid 'A' for proper operation, Check the wiring and connectors for intermittent faults, Replace the pressure control solenoid 'A' if necessary
P0750, Shift Solenoid 'A', Inspect the shift solenoid 'A' for proper operation, Check the wiring and connectors for the shift solenoid 'A', Replace the shift solenoid 'A' if necessary
P0751, Shift Solenoid 'A' Performance or Stuck Off, Inspect the shift solenoid 'A' for proper operation, Check the wiring and connectors for the shift solenoid 'A', Replace the shift solenoid 'A' if necessary
P0752, Shift Solenoid 'A' Stuck On, Inspect the shift solenoid 'A' for proper operation, Check the wiring and connectors for the shift solenoid 'A', Replace the shift solenoid 'A' if necessary
P0753, Shift Solenoid 'A' Electrical, Inspect the shift solenoid 'A' for proper operation, Check the wiring and connectors for the shift solenoid 'A', Replace the shift solenoid 'A' if necessary
P0754, Shift Solenoid 'A' Intermittent, Inspect the shift solenoid 'A' for proper operation, Check the wiring and connectors for intermittent faults, Replace the shift solenoid 'A' if necessary
P0755, Shift Solenoid 'B', Inspect the shift solenoid 'B' for proper operation, Check the wiring and connectors for the shift solenoid 'B', Replace the shift solenoid 'B' if necessary
P0756, Shift Solenoid 'B' Performance or Stuck Off, Inspect the shift solenoid 'B' for proper operation, Check the wiring and connectors for the shift solenoid 'B', Replace the shift solenoid 'B' if necessary
P0757, Shift Solenoid 'B' Stuck On, Inspect the shift solenoid 'B' for proper operation, Check the wiring and connectors for the shift solenoid 'B', Replace the shift solenoid 'B' if necessary
P0758, Shift Solenoid 'B' Electrical, Inspect the shift solenoid 'B' for proper operation, Check the wiring and connectors for the shift solenoid 'B', Replace the shift solenoid 'B' if necessary
